Date,Expenditure   New South Wales   Copper   Total deposits ,"Expenditure   New South Wales   Silver, lead, zinc   Total deposits ","Expenditure   New South Wales   Nickel, cobalt   Total deposits ",Expenditure   New South Wales   Selected base metals total   Total deposits ,Expenditure   New South Wales   Gold   Total deposits ,Expenditure   New South Wales   Iron ore   Total deposits ,Expenditure   New South Wales   Mineral sands   Total deposits ,Expenditure   New South Wales   Uranium   Total deposits ,Expenditure   New South Wales   Coal   Total deposits ,Expenditure   New South Wales   Diamonds   Total deposits ,Expenditure   New South Wales   Other   Total deposits ,Expenditure   New South Wales   Total (List of Minerals)   Total deposits ,Expenditure   Victoria   Copper   Total deposits ,"Expenditure   Victoria   Silver, lead, zinc   Total deposits ","Expenditure   Victoria   Nickel, cobalt   Total deposits ",Expenditure   Victoria   Selected base metals total   Total deposits ,Expenditure   Victoria   Gold   Total deposits ,Expenditure   Victoria   Iron ore   Total deposits ,Expenditure   Victoria   Mineral sands   Total deposits ,Expenditure   Victoria   Uranium   Total deposits ,Expenditure   Victoria   Coal   Total deposits ,Expenditure   Victoria   Diamonds   Total deposits ,Expenditure   Victoria   Other   Total deposits ,Expenditure   Victoria   Total (List of Minerals)   Total deposits ,Expenditure   Queensland   Copper   Total deposits ,"Expenditure   Queensland   Silver, lead, zinc   Total deposits ","Expenditure   Queensland   Nickel, cobalt   Total deposits ",Expenditure   Queensland   Selected base metals total   Total deposits ,Expenditure   Queensland   Gold   Total deposits ,Expenditure   Queensland   Iron ore   Total deposits ,Expenditure   Queensland   Mineral sands   Total deposits ,Expenditure   Queensland   Uranium   Total deposits ,Expenditure   Queensland   Coal   Total deposits ,Expenditure   Queensland   Diamonds   Total deposits ,Expenditure   Queensland   Other   Total deposits ,Expenditure   Queensland   Total (List of Minerals)   Total deposits ,Expenditure   South Australia   Copper   Total deposits ,"Expenditure   South Australia   Silver, lead, zinc   Total deposits ","Expenditure   South Australia   Nickel, cobalt   Total deposits ",Expenditure   South Australia   Selected base metals total   Total deposits ,Expenditure   South Australia   Gold   Total deposits ,Expenditure   South Australia   Iron ore   Total deposits ,Expenditure   South Australia   Mineral sands   Total deposits ,Expenditure   South Australia   Uranium   Total deposits ,Expenditure   South Australia   Coal   Total deposits ,Expenditure   South Australia   Diamonds   Total deposits ,Expenditure   South Australia   Other   Total deposits ,Expenditure   South Australia   Total (List of Minerals)   Total deposits ,Expenditure   Western Australia   Copper   Total deposits ,"Expenditure   Western Australia   Silver, lead, zinc   Total deposits ","Expenditure   Western Australia   Nickel, cobalt   Total deposits ",Expenditure   Western Australia   Selected base metals total   Total deposits ,Expenditure   Western Australia   Gold   Total deposits ,Expenditure   Western Australia   Iron ore   Total deposits ,Expenditure   Western Australia   Mineral sands   Total deposits ,Expenditure   Western Australia   Uranium   Total deposits ,Expenditure   Western Australia   Coal   Total deposits ,Expenditure   Western Australia   Diamonds   Total deposits ,Expenditure   Western Australia   Other   Total deposits ,Expenditure   Western Australia   Total (List of Minerals)   Total deposits ,Expenditure   Tasmania   Copper   Total deposits ,"Expenditure   Tasmania   Silver, lead, zinc   Total deposits ","Expenditure   Tasmania   Nickel, cobalt   Total deposits ",Expenditure   Tasmania   Selected base metals total   Total deposits ,Expenditure   Tasmania   Gold   Total deposits ,Expenditure   Tasmania   Iron ore   Total deposits ,Expenditure   Tasmania   Mineral sands   Total deposits ,Expenditure   Tasmania   Uranium   Total deposits ,Expenditure   Tasmania   Coal   Total deposits ,Expenditure   Tasmania   Diamonds   Total deposits ,Expenditure   Tasmania   Other   Total deposits ,Expenditure   Tasmania   Total (List of Minerals)   Total deposits ,Expenditure   Northern Territory   Copper   Total deposits ,"Expenditure   Northern Territory   Silver, lead, zinc   Total deposits ","Expenditure   Northern Territory   Nickel, cobalt   Total deposits ",Expenditure   Northern Territory   Selected base metals total   Total deposits ,Expenditure   Northern Territory   Gold   Total deposits ,Expenditure   Northern Territory   Iron ore   Total deposits ,Expenditure   Northern Territory   Mineral sands   Total deposits ,Expenditure   Northern Territory   Uranium   Total deposits ,Expenditure   Northern Territory   Coal   Total deposits ,Expenditure   Northern Territory   Diamonds   Total deposits ,Expenditure   Northern Territory   Other   Total deposits ,Expenditure   Northern Territory   Total (List of Minerals)   Total deposits ,Expenditure   Australia   Copper   Total deposits ,"Expenditure   Australia   Silver, lead, zinc   Total deposits ","Expenditure   Australia   Nickel, cobalt   Total deposits ",Expenditure   Australia   Selected base metals total   Total deposits ,Expenditure   Australia   Gold   Total deposits ,Expenditure   Australia   Iron ore   Total deposits ,Expenditure   Australia   Mineral sands   Total deposits ,Expenditure   Australia   Uranium   Total deposits ,Expenditure   Australia   Coal   Total deposits ,Expenditure   Australia   Diamonds   Total deposits ,Expenditure   Australia   Other   Total deposits ,Expenditure   Australia   Total (List of Minerals)   Total deposits 
01/09/2010,5.3,,,7.9,12.0,,,0.0,8.7,,1.9,31.5,0.3,,,0.5,11.1,,,0.0,,0.0,,12.4,22.4,,,27.5,12.1,,,,74.8,,7.7,129.8,18.6,,,20.2,,7.0,,13.4,0.7,,1.0,47.4,19.2,7.2,67.4,93.8,105.3,136.2,2.1,26.8,,,18.8,384.6,0.6,,,2.0,,0.6,0.0,,,0.0,,8.0,2.5,,,5.3,15.4,6.4,,12.3,,,15.0,55.8,68.9,19.0,69.3,157.2,160.3,152.0,,58.6,85.1,,48.4,669.4
01/12/2010,7.8,,,11.0,12.1,,,,11.0,,2.1,36.9,,,,,9.1,,,0.0,,0.0,,12.5,21.9,,,26.3,13.0,,,,107.2,,9.9,161.8,23.6,1.2,0.1,24.9,,9.8,,17.5,,,,59.5,22.9,7.7,59.8,90.4,116.0,134.5,2.4,31.1,,,16.7,393.7,,1.2,,,,,0.0,0.0,,0.0,4.4,10.2,3.9,,,5.5,12.0,8.5,,12.1,,,10.0,49.8,81.8,18.7,62.4,162.8,167.3,154.2,,65.3,122.3,,44.2,724.4
01/03/2011,7.0,,,12.0,8.3,,,,16.6,,1.3,39.0,,,,,8.4,0.0,,0.0,,0.0,,13.1,20.3,,,23.7,6.7,,,,90.1,,5.5,129.1,25.1,2.2,0.6,27.9,1.7,13.9,,9.3,,,,62.6,15.6,5.4,65.1,86.0,108.9,124.4,2.6,22.6,,,16.2,362.2,,,0.5,,2.3,1.0,0.0,0.0,,0.0,,9.4,1.0,1.0,0.2,2.2,10.0,4.5,,8.7,,,7.3,34.7,70.9,18.0,67.6,156.5,146.4,144.1,6.2,43.4,109.6,0.6,43.4,650.1
01/06/2011,7.4,,,14.8,10.9,,,0.0,15.5,,2.9,45.8,,,,,11.9,,,0.0,0.3,0.0,0.6,19.4,31.5,,,33.6,12.6,,,4.1,184.4,,7.3,242.8,34.1,,,37.2,2.7,17.3,,13.5,,,11.4,85.2,21.0,5.1,68.8,94.9,122.3,189.9,3.7,20.2,,,17.1,449.6,,1.0,,,1.9,,0.0,0.0,,0.0,5.0,9.6,4.5,,,5.7,15.9,5.0,,8.8,,,16.2,55.0,101.5,19.8,71.6,192.9,178.2,214.7,,46.6,202.7,,60.3,907.4
01/09/2011,9.6,9.6,0.2,19.3,10.2,,,0.0,28.4,,,63.6,,,,,8.6,,,0.0,0.3,0.0,,19.4,39.9,,,41.6,12.9,,,,194.3,,9.4,263.0,29.6,,,32.1,,14.3,,11.8,,,,74.7,20.8,5.0,71.5,97.3,126.7,208.8,2.8,25.9,,,18.1,481.6,,,0.3,,,0.5,0.0,,0.0,0.0,5.6,9.6,6.0,,,7.8,23.1,8.3,,12.1,,,15.0,71.6,108.9,22.0,73.6,204.5,184.2,234.7,,54.0,227.4,,62.7,983.4
01/12/2011,,8.9,,16.4,10.9,,,0.0,29.6,,,63.4,,,,,5.5,,,0.0,0.2,0.0,,13.1,39.6,,,42.6,14.3,,,3.6,185.0,,9.9,256.6,41.1,2.1,0.6,43.8,1.5,18.0,,10.3,,,,90.3,20.4,3.8,46.6,70.8,141.1,279.3,2.6,21.3,,,14.7,531.9,,1.2,,,1.9,,,0.0,0.0,0.0,5.3,10.1,3.4,,,6.6,24.8,12.2,,10.5,,,9.1,67.1,114.6,22.9,49.3,186.8,200.0,311.8,11.0,45.6,217.7,2.2,57.2,1032.4
01/03/2012,,8.4,,15.6,,0.7,,0.0,27.2,,3.3,58.8,,,,,4.9,,,0.0,,0.0,,13.2,32.8,1.2,0.7,34.7,,0.2,,2.1,148.6,,5.2,199.1,32.3,,,35.8,1.8,19.2,,6.2,,,,73.4,22.1,5.2,62.2,89.5,128.4,240.4,3.1,17.7,,,10.4,490.1,,,,,,2.5,0.0,0.0,0.0,0.0,4.5,10.0,1.6,,,2.1,13.8,,,3.3,,,5.8,31.6,98.7,21.2,64.1,184.0,168.8,267.9,9.3,29.3,177.5,1.1,38.2,876.1
01/06/2012,,7.4,,15.6,15.2,,,,18.6,,4.8,56.4,,,,,6.7,,,0.0,,0.0,1.9,12.8,35.6,2.1,0.4,38.1,,0.1,,,190.4,,6.5,248.8,43.1,,,47.9,,26.7,,4.8,,,2.4,90.0,28.8,5.4,76.6,110.8,161.2,297.4,4.2,13.4,,,14.4,603.2,,0.6,,,,,0.0,0.0,0.0,0.0,5.4,9.7,2.7,,,3.8,15.9,10.4,,3.1,,0.0,5.8,40.1,120.4,21.4,78.4,220.2,215.0,336.2,,24.7,211.7,,41.1,1061.1
01/09/2012,,7.9,,14.3,9.7,,,,21.2,,,49.2,,,0.0,,4.7,,,0.0,0.2,0.0,,10.2,33.1,,,35.9,16.8,0.1,,,147.2,0.1,4.4,207.0,34.9,,,39.5,,20.2,,5.6,,,10.0,81.4,22.2,4.9,42.3,69.4,140.3,248.7,,12.0,1.1,,12.4,488.6,,0.4,,,,1.8,,0.0,0.0,0.0,5.7,10.9,3.5,,,4.7,19.7,,,3.4,,,9.3,47.4,102.5,21.1,43.9,167.5,194.4,280.5,10.9,23.5,170.6,1.4,45.9,894.7
01/12/2012,,6.4,,13.3,5.5,0.3,,,20.2,,5.7,45.4,,,0.0,,5.1,,,0.0,0.2,0.0,0.7,7.9,25.6,,,29.8,26.3,0.1,,3.9,124.5,,4.1,189.5,35.3,,,39.7,2.6,13.6,,,,,3.4,66.8,20.2,3.9,47.3,71.4,111.0,254.3,,11.2,,,14.6,470.7,,0.4,,,1.2,2.5,,0.0,0.0,0.0,4.4,10.1,2.7,1.5,0.0,4.2,11.0,,,2.5,,,6.6,33.5,92.1,19.6,49.3,161.0,162.7,278.4,11.0,20.8,149.2,1.6,39.2,823.9
01/03/2013,,8.0,,14.7,8.8,,,,16.1,,4.0,44.7,,,0.0,,5.2,,1.3,0.0,0.1,0.0,1.6,10.9,18.2,2.4,0.3,20.9,15.7,0.0,,,83.4,,2.5,125.6,14.3,,,18.0,,8.8,,1.8,,,2.5,37.6,17.5,3.4,29.9,50.8,111.9,232.5,,6.6,4.1,,13.6,421.8,,0.1,,,,2.4,,0.0,,0.0,4.2,9.8,1.9,,,2.8,7.1,2.5,,1.7,,,5.0,21.8,61.0,18.5,31.0,110.5,154.7,248.2,7.2,12.4,104.5,1.6,33.2,672.2
01/06/2013,7.3,,,12.6,12.8,,,,17.3,,,48.0,,,,1.2,4.5,,0.9,0.0,,0.0,,9.5,14.2,,,18.2,15.8,,,,98.7,0.5,4.7,141.6,21.8,,,28.4,,5.3,,2.9,,,1.8,44.6,16.7,4.4,37.8,58.9,103.4,186.3,3.0,5.3,,,23.4,382.3,,,,2.7,,,0.0,0.0,,0.0,3.7,9.6,1.5,,,2.7,8.6,8.8,,2.4,,,3.6,29.0,63.7,20.6,40.3,124.7,150.0,204.2,8.7,12.8,119.7,1.7,42.9,664.6
01/09/2013,3.8,,,7.5,6.3,,,,18.2,,2.9,35.9,,,,,4.0,,0.6,0.0,0.1,0.0,1.5,7.8,15.3,,,16.6,17.4,,,3.3,89.3,,3.9,130.9,10.8,,,15.5,,2.4,,,,,2.2,26.4,21.5,3.2,36.7,61.5,96.3,206.1,4.3,6.8,,,19.9,395.8,,,0.0,,,,0.0,0.0,,0.0,3.1,9.3,,,0.0,1.7,6.1,,0.1,3.8,,,6.8,32.3,54.6,13.1,37.8,105.5,132.2,222.2,,16.1,109.6,,40.1,638.4
01/12/2013,4.3,,,6.9,7.6,,,,13.3,,6.0,34.4,,0.0,,,4.6,,0.3,0.0,,0.0,1.5,8.1,8.0,,,10.0,19.1,0.0,,2.2,86.5,,3.3,121.5,11.0,2.6,0.9,14.5,,,,,,,2.1,36.1,16.9,4.3,17.9,39.2,76.2,158.9,5.6,5.4,,,17.6,308.3,,,,,,1.4,0.0,0.0,,0.0,4.2,8.8,1.3,,,2.3,6.3,7.6,,2.2,,,8.5,30.2,43.5,12.3,19.2,75.0,116.5,184.2,8.1,11.0,106.4,3.1,43.0,547.4
01/03/2014,7.4,,,10.7,6.6,,,0.0,18.4,,3.7,40.7,,,,0.4,2.3,,,0.0,,0.0,1.6,7.9,5.1,,,6.9,9.4,,,0.9,80.9,,1.6,100.2,15.4,,,17.6,,2.2,,0.6,,,2.7,24.8,6.6,2.9,15.5,25.0,56.2,102.1,3.7,3.7,,,13.4,206.2,,,,1.1,,1.1,0.0,0.0,,0.0,2.4,6.4,0.4,,,1.3,5.0,,,1.1,0.0,,5.1,21.4,36.2,10.1,16.8,63.0,81.7,115.2,6.5,6.4,101.8,2.5,30.5,407.6
01/06/2014,4.9,,,7.6,5.1,,,,10.2,,4.3,27.9,,,,0.4,4.1,,,0.0,,0.0,2.0,8.8,8.3,,,10.3,15.0,0.1,,,67.6,,3.5,98.8,14.7,1.3,0.5,16.6,,7.9,,0.8,,,2.4,29.1,13.3,3.5,24.8,41.6,66.6,167.3,2.8,6.7,,,22.4,309.7,,,,0.5,,0.9,0.0,0.0,,0.0,1.7,5.6,0.6,,,1.4,10.3,12.1,,1.5,,,6.8,34.5,42.5,10.3,25.6,78.4,103.9,189.0,6.5,10.4,80.9,2.7,42.8,515.0
01/09/2014,5.2,,,8.2,7.9,,,0.0,16.8,,1.5,34.6,,,,0.2,1.9,,,0.0,,0.0,2.0,5.6,11.3,,,14.4,7.6,0.0,,0.9,61.3,,2.3,87.6,12.1,1.4,0.4,14.0,,5.4,,1.2,,,2.0,25.3,13.6,3.9,23.8,41.2,61.9,130.3,6.3,4.7,0.6,1.0,21.1,267.1,,,,0.9,,2.4,0.0,0.0,,0.0,3.3,7.5,,,,2.7,9.7,,,3.0,,,6.4,27.3,44.2,13.1,24.3,81.7,90.0,142.9,10.7,9.9,80.3,1.8,38.0,457.7
01/12/2014,,5.7,,12.5,6.9,,,0.0,9.8,,2.8,32.4,,,,0.2,3.0,,,,,0.0,1.2,5.1,11.7,,,14.7,18.1,0.1,,1.0,65.2,,3.4,102.9,10.6,2.0,0.9,13.4,1.6,,,,,,1.6,27.5,9.6,4.9,21.0,35.5,64.0,131.5,2.0,9.0,,,17.9,262.3,,,0.0,1.3,0.4,,0.0,0.0,,0.0,1.7,4.2,1.5,,,2.6,7.9,,0.2,2.4,,,7.2,24.8,40.8,16.9,22.5,80.1,101.7,145.1,4.4,12.8,78.0,1.5,35.6,459.2
01/03/2015,6.2,,,9.9,4.7,0.0,,0.0,9.9,,3.9,29.7,,,0.0,0.1,,,1.2,0.0,,0.0,0.8,5.8,8.4,,,9.6,8.0,0.0,,0.6,32.6,,1.7,52.9,10.4,0.9,0.7,12.0,1.8,5.2,,0.3,,,2.0,22.2,4.6,2.2,18.1,24.9,67.4,70.0,3.0,5.9,,,11.2,183.2,,,0.0,1.4,,,0.0,0.0,0.0,0.0,1.6,4.4,0.7,,,1.3,5.8,,,0.7,,,5.0,19.4,31.3,8.7,19.2,59.2,91.6,82.5,6.2,7.5,43.4,0.9,26.0,317.7
01/06/2015,6.1,,,10.2,4.0,,,0.0,8.4,,1.7,25.4,,,0.0,,,,1.2,0.0,,0.0,0.7,6.4,10.5,,,12.9,9.6,0.0,,0.9,40.8,,3.2,67.9,4.0,1.4,0.7,6.1,1.1,0.9,,0.8,,,2.1,11.7,5.7,4.3,15.6,25.6,81.0,74.4,2.8,6.8,,,13.6,204.8,,,0.0,,,,0.0,0.0,0.0,0.0,1.3,3.8,,,,2.1,12.0,,,1.9,,,7.0,24.2,28.1,13.2,16.7,58.0,112.4,77.2,5.8,10.4,50.1,1.2,29.5,344.1
01/09/2015,6.5,,,10.2,5.1,,,0.0,11.1,,1.5,29.4,,,0.0,,,,,0.0,,0.0,0.9,6.4,11.0,5.6,0.1,16.6,11.9,,,0.7,43.8,,3.4,76.6,2.6,1.6,0.5,4.7,0.8,,0.5,0.6,0.0,,1.6,11.0,8.4,3.3,13.9,25.6,94.8,79.1,3.5,8.5,,,20.1,233.1,,,0.0,,,,0.0,0.0,0.0,0.0,2.8,3.9,1.3,,,3.0,16.9,,,5.6,,,6.6,33.4,30.2,16.4,14.7,61.4,133.7,82.2,6.6,15.4,56.3,1.6,36.6,394.0
01/12/2015,6.1,,,10.0,3.9,,,0.0,,,1.2,34.3,,,0.0,,,,,0.0,,0.0,1.2,8.2,10.6,,,13.1,12.5,,0.3,0.3,43.5,,3.8,73.9,4.4,1.5,0.8,6.7,2.1,,,0.8,0.0,,0.7,13.0,9.0,3.2,13.5,25.7,95.6,71.8,2.9,8.4,,,15.4,222.6,,0.2,0.0,,,0.2,0.0,0.0,0.0,0.0,1.6,2.3,1.1,,,2.2,17.6,,,1.2,0.0,,6.2,27.5,31.4,12.3,14.6,58.2,138.2,74.5,5.3,10.7,63.4,1.5,29.5,382.8
01/03/2016,12.8,,,15.2,4.0,,,0.0,7.1,,1.1,28.7,,,0.0,,,,,0.0,,0.0,0.6,6.2,6.5,,,9.1,9.7,,0.0,,15.1,0.0,2.8,37.1,3.0,0.6,0.3,3.9,0.8,,,,0.0,,0.5,7.7,13.7,2.1,10.2,26.0,84.9,55.2,1.7,6.8,,,11.2,187.1,,0.2,0.0,,,,0.0,0.0,,0.0,1.4,3.8,0.5,,,1.8,13.9,,,0.3,0.0,,3.3,19.4,36.6,9.2,10.7,56.6,119.3,57.7,4.1,7.9,23.4,0.3,20.5,290.4
01/06/2016,4.9,4.6,0.0,9.5,7.2,,,,12.2,,0.6,31.1,,0.0,0.0,,5.6,,0.8,0.0,,0.0,0.8,8.1,8.3,,,11.8,12.9,,,,16.7,0.0,2.3,43.8,8.0,0.6,0.6,9.3,,,,,,0.0,0.8,18.9,10.3,2.5,9.2,22.0,110.6,74.2,1.9,2.3,,,15.3,228.2,,,0.0,,,,0.0,0.0,0.0,,1.6,3.4,0.3,,,1.8,13.1,,,0.5,,,4.9,20.5,32.2,12.0,10.6,54.8,156.9,76.8,4.0,4.3,30.3,0.9,26.0,353.9
01/09/2016,5.0,3.2,0.1,8.2,10.9,,,,10.9,,,31.9,,0.0,0.0,,6.5,,1.1,0.0,,0.0,,7.9,10.5,,,15.0,12.1,,0.0,,24.2,0.0,3.5,55.1,5.1,0.7,0.6,6.4,,1.4,,,,,0.7,10.4,12.8,2.9,10.5,26.3,117.8,77.8,3.7,1.4,,,20.6,248.8,,,0.0,,,,,0.0,0.0,0.0,1.9,3.2,1.1,,,2.8,9.4,,,2.7,,0.0,6.2,22.1,34.8,11.9,12.3,59.0,159.1,79.8,6.2,4.9,37.2,0.2,33.0,379.5
01/12/2016,8.0,2.6,0.2,10.8,11.4,,,,5.6,,0.8,30.7,,,0.0,,6.7,,1.0,0.0,,0.0,0.3,8.1,9.1,3.3,0.1,12.6,16.7,,0.0,,27.4,,3.2,59.9,3.5,1.6,0.4,5.5,,1.8,,0.5,,,1.3,12.4,10.6,2.9,17.0,30.5,132.6,71.4,2.2,5.0,,,21.8,263.5,,,,,,,0.0,0.0,,0.0,0.9,3.1,0.3,2.7,0.0,3.1,10.4,,,0.5,,0.0,9.4,23.6,32.1,13.4,17.9,63.4,182.3,73.7,5.1,6.3,33.3,0.5,36.8,403.1
01/03/2017,10.1,,,13.0,11.6,,,,9.4,,1.2,36.7,,,0.0,,9.6,,,0.0,,0.0,0.4,11.0,4.8,,,7.6,9.1,,,0.7,13.8,,3.2,34.5,3.6,0.6,0.4,4.7,,1.8,,,0.0,,2.0,11.9,7.4,1.7,17.5,26.7,117.2,51.2,3.4,1.8,,,24.3,225.0,,0.2,,,,,0.0,0.0,,,1.8,3.4,0.1,,,1.4,5.4,,,,,,4.6,11.9,26.7,7.7,20.0,54.4,155.2,53.5,5.0,5.1,23.9,0.4,37.1,337.6
01/06/2017,10.6,,,23.5,12.4,0.0,,,7.5,,,45.3,,,0.0,,11.8,,,0.0,0.0,0.0,,13.7,13.8,8.2,0.4,22.4,13.1,,,,18.1,0.0,3.6,57.6,5.0,,,6.5,,,,,,,1.4,12.9,10.9,2.9,22.4,36.2,141.9,81.2,1.9,4.1,,,25.4,291.0,,,0.0,,,,0.0,0.0,,,1.5,3.4,,3.5,,4.8,10.3,,,0.4,0.0,,5.1,20.8,42.2,21.6,30.4,94.1,192.6,84.3,3.8,5.2,26.0,0.6,38.3,444.9
01/09/2017,8.5,,,25.6,8.6,,,,5.6,,0.6,42.1,,,0.0,,14.4,,1.3,0.0,,0.0,0.8,16.7,15.3,10.8,0.6,26.7,16.3,,,0.6,28.5,0.0,4.3,76.5,3.7,0.4,0.5,4.6,,1.5,,,,,1.5,10.6,14.5,2.9,25.7,43.0,137.0,81.5,3.2,5.1,0.8,0.7,23.1,294.2,,,0.0,,,,0.0,0.0,,0.0,1.8,7.0,,5.4,,7.7,13.1,,,0.7,,,6.2,28.0,44.5,27.6,39.7,111.7,192.9,83.8,6.0,6.6,35.1,1.0,38.0,475.2
01/12/2017,9.9,,,35.2,8.8,,,,8.7,,,57.6,,,0.0,,9.5,,,0.0,,0.0,,14.1,12.8,7.3,0.5,20.6,19.9,,,,29.6,0.0,5.9,76.4,2.9,,,4.4,,1.9,,0.7,,,1.6,10.8,13.6,6.5,28.7,48.9,154.3,66.3,1.7,0.4,0.2,2.5,24.5,298.5,,,0.0,,,,,,,0.0,1.9,7.4,,4.2,,7.0,13.1,0.1,,1.1,0.0,,8.3,30.5,42.4,29.3,48.9,120.6,208.9,68.9,6.0,2.9,39.0,3.5,45.5,496.1
01/03/2018,13.0,,,35.3,8.9,,,,,,3.6,61.0,,,0.0,,13.3,,,0.0,0.0,0.0,2.3,18.4,12.0,,,17.4,12.5,,0.0,,22.8,0.0,3.9,56.8,6.7,,,8.5,,,,1.1,0.0,,1.5,14.1,11.3,3.7,27.6,42.5,137.8,47.5,2.5,,,,28.8,261.0,,,0.0,,,,0.0,0.0,,0.0,1.5,4.7,,,,4.6,12.7,,0.0,,0.0,,3.7,22.5,46.2,18.6,46.0,110.8,187.4,50.1,6.2,1.9,36.4,2.0,43.8,438.7
01/06/2018,14.9,,,44.4,8.8,,,0.0,,,,68.5,,,0.0,,17.8,,5.0,0.0,0.0,0.0,,24.5,13.7,,,23.3,13.0,,,0.3,29.7,0.0,4.0,70.3,11.5,,,13.6,,,,0.7,0.0,,1.2,19.7,16.4,6.3,39.3,61.9,162.4,86.1,,0.2,,1.7,33.9,349.8,,,0.0,,,,0.0,0.0,0.0,0.0,1.8,6.7,,,,,15.8,,,0.4,0.0,,6.3,28.3,59.8,27.8,65.5,153.1,220.9,89.0,8.9,1.6,43.6,1.9,48.8,567.8
01/09/2018,13.7,4.3,12.3,30.3,14.7,,,0.0,8.8,,0.6,56.7,,,0.0,,17.0,,,0.0,0.0,0.0,0.3,22.4,18.4,7.2,5.0,30.6,17.4,,0.0,,33.1,,4.5,86.1,11.0,,,12.7,,,,,,,1.3,20.4,27.1,6.3,27.8,61.2,174.0,84.6,,,,3.2,33.8,361.0,,,,,,,0.0,0.0,0.0,0.0,2.8,5.3,,6.2,,9.7,14.0,,0.0,1.1,0.0,,7.7,32.5,73.2,26.0,47.0,146.2,239.7,86.3,10.0,5.2,43.6,3.3,50.9,584.4
01/12/2018,13.5,7.4,14.8,35.7,13.7,,,0.0,,,2.4,61.2,,,,,22.9,,,0.0,0.0,0.0,0.5,28.3,17.9,,,26.8,17.9,,,,42.6,0.0,3.0,90.3,10.0,,,13.4,,3.3,,1.4,,,1.6,21.9,35.1,5.8,29.1,70.1,167.3,71.3,2.2,0.4,,,32.4,346.3,,,,,,,0.0,,0.0,0.0,1.2,4.8,,5.4,,9.8,18.4,,0.0,1.4,0.0,,10.1,39.9,81.6,26.0,50.2,157.9,244.1,75.5,9.4,3.6,50.0,2.2,49.9,592.7
01/03/2019,9.1,,,35.1,13.8,,,0.0,,,0.7,61.8,,,,,20.9,,,0.0,0.0,0.0,0.5,24.4,9.5,2.2,1.9,13.6,11.7,,,,24.6,0.0,1.6,51.7,6.8,,,8.3,,3.0,,1.7,0.0,0.0,1.3,16.5,34.3,4.5,25.7,64.4,158.5,64.0,1.9,,,,27.9,319.5,0.3,0.3,,,,,0.0,0.0,0.0,0.0,0.6,3.7,,,,5.1,14.0,,,0.4,,,7.5,27.0,65.0,14.8,48.3,128.1,223.0,67.4,6.8,2.3,36.0,1.2,39.7,505.7
01/06/2019,10.1,,,34.3,21.5,,,0.0,13.5,,0.8,72.6,,,,,21.5,0.0,,0.0,0.0,0.0,0.7,27.2,13.6,,,23.5,21.0,,,,38.1,0.0,2.7,85.3,16.1,,,17.8,,2.2,,2.3,0.0,,1.9,26.6,61.3,7.5,34.2,102.9,175.7,91.5,2.8,,,2.3,39.0,415.1,,0.4,,,,,0.0,0.0,0.0,0.0,2.8,5.6,,,,7.9,16.9,,,0.4,,,6.4,32.5,109.0,22.4,57.2,188.6,259.8,94.8,9.5,3.1,52.5,2.7,53.9,664.8
01/09/2019,10.8,,,34.8,26.1,,,0.0,,,0.7,72.5,,,,,22.6,0.0,,0.0,0.0,0.0,0.1,26.5,20.4,,,33.3,17.2,,0.0,0.4,54.9,0.0,1.9,107.6,10.4,,,11.4,,2.2,,1.4,,0.0,1.6,18.6,70.4,7.0,42.8,120.2,193.0,100.0,1.4,,,,43.2,459.7,,,0.0,,,,0.0,,0.0,0.0,2.4,3.4,,,0.1,8.3,20.2,0.0,,0.5,,,7.3,36.4,117.1,27.3,64.4,208.7,281.3,102.8,7.5,2.5,63.2,2.1,56.9,724.8
01/12/2019,12.5,,,31.7,33.1,,,0.0,19.4,,1.5,89.5,,,0.0,,28.3,0.0,,0.0,0.0,0.0,,34.7,22.7,5.1,1.6,29.5,20.0,,,,57.2,,2.5,109.4,16.0,,,17.7,,,,1.6,,,1.3,25.4,67.9,3.7,42.9,114.6,199.9,81.0,2.3,,,1.6,53.9,453.9,0.5,,0.0,,,,0.0,0.0,0.0,0.0,,3.3,,,,4.2,19.5,,,0.4,,,12.2,36.8,123.8,16.0,59.8,199.5,303.9,84.6,10.9,2.3,77.6,1.8,72.5,753.1
01/03/2020,13.4,,,20.4,27.3,,,0.0,25.0,,0.9,77.2,,,0.0,2.6,29.1,0.0,,0.0,0.0,0.0,0.2,35.6,12.3,,,15.4,14.7,,,,49.3,0.0,1.6,81.2,15.0,0.3,0.8,16.1,,1.9,,0.7,,0.0,1.2,21.7,50.9,1.8,29.5,82.2,183.3,72.3,1.7,,,,26.7,367.1,,,,0.4,,,0.0,0.0,,0.0,1.1,2.3,,0.9,,2.3,15.7,,0.0,0.3,,,6.9,25.4,95.9,6.8,36.8,139.5,272.3,75.2,8.8,1.1,75.1,0.5,38.0,610.6
